# (Kp, Ki, Kd, alpha) = (0.7, 0.11666666666666667, 1.0, 0)
#  Sacamos el alpha, barremos sólo el Ki
#  tiempo, setpoint, pwm, error
2.092178869247436523e+01,3.000000000000000000e+02,1.311129233418579361e+02,-2.000000000000000000e+00
2.098565053939819336e+01,3.000000000000000000e+02,1.414618261814117375e+02,-2.000000000000000000e+00
2.104893255233764648e+01,3.000000000000000000e+02,1.414470603783925355e+02,-2.000000000000000000e+00
2.111323642730712891e+01,3.000000000000000000e+02,1.414320561408996468e+02,-2.000000000000000000e+00
2.117720746994018555e+01,3.000000000000000000e+02,1.414171295642852613e+02,-2.000000000000000000e+00
2.124185228347778320e+01,3.000000000000000000e+02,1.414020457744598218e+02,-2.000000000000000000e+00
2.130536484718322754e+01,3.000000000000000000e+02,1.413872261762618905e+02,-2.000000000000000000e+00
2.136891913414001465e+01,3.000000000000000000e+02,1.578143913133262402e+02,-1.000000000000000000e+00
2.143350291252136230e+01,3.000000000000000000e+02,1.420722767353057918e+02,-1.000000000000000000e+00
2.149696326255798340e+01,3.000000000000000000e+02,1.420648730278015250e+02,-1.000000000000000000e+00
2.156130266189575195e+01,3.000000000000000000e+02,1.420573667645454634e+02,-1.000000000000000000e+00
2.162518596649169922e+01,3.000000000000000000e+02,1.420499137123426010e+02,-1.000000000000000000e+00
2.172234582901000977e+01,3.000000000000000000e+02,1.420385783950488019e+02,-1.000000000000000000e+00
2.178562021255493164e+01,3.000000000000000000e+02,1.420311963836352334e+02,-1.000000000000000000e+00
2.184880971908569336e+01,3.000000000000000000e+02,1.420238242745399759e+02,-1.000000000000000000e+00
2.191341090202331543e+01,3.000000000000000000e+02,1.420162874698639257e+02,-1.000000000000000000e+00
2.197699022293090820e+01,3.000000000000000000e+02,1.420088698824247047e+02,-1.000000000000000000e+00
2.204072904586791992e+01,3.000000000000000000e+02,1.256049722790646825e+02,-2.000000000000000000e+00
2.210543918609619141e+01,3.000000000000000000e+02,1.412788984576861253e+02,-2.000000000000000000e+00
2.217008042335510254e+01,3.000000000000000000e+02,1.412638155023257127e+02,-2.000000000000000000e+00
2.223343229293823242e+01,3.000000000000000000e+02,1.412490333994229843e+02,-2.000000000000000000e+00
2.229681539535522461e+01,3.000000000000000000e+02,1.412342440088590081e+02,-2.000000000000000000e+00
2.236068987846374512e+01,3.000000000000000000e+02,1.412193399628003476e+02,-2.000000000000000000e+00
2.242479062080383301e+01,3.000000000000000000e+02,1.412043831229210014e+02,-2.000000000000000000e+00
2.252158212661743164e+01,3.000000000000000000e+02,1.411817984382311693e+02,-2.000000000000000000e+00
2.258552432060241699e+01,3.000000000000000000e+02,1.411668785929680041e+02,-2.000000000000000000e+00
2.264866971969604492e+01,3.000000000000000000e+02,1.576959781713053133e+02,-1.000000000000000000e+00
2.271348166465759277e+01,3.000000000000000000e+02,1.418519502361615992e+02,-1.000000000000000000e+00
2.277747631072998047e+01,3.000000000000000000e+02,1.418444841941198149e+02,-1.000000000000000000e+00
2.284162783622741699e+01,3.000000000000000000e+02,1.418369998494784454e+02,-1.000000000000000000e+00
2.290521669387817383e+01,3.000000000000000000e+02,1.418295811494191980e+02,-1.000000000000000000e+00
2.296944689750671387e+01,3.000000000000000000e+02,1.418220876256625331e+02,-1.000000000000000000e+00
2.303295755386352539e+01,3.000000000000000000e+02,1.418146780490875756e+02,-1.000000000000000000e+00
2.309684085845947266e+01,3.000000000000000000e+02,1.418072249968847132e+02,-1.000000000000000000e+00
2.316092538833618164e+01,3.000000000000000000e+02,1.417997484683990876e+02,-1.000000000000000000e+00
2.322478628158569336e+01,3.000000000000000000e+02,1.417922980308533170e+02,-1.000000000000000000e+00
2.332157063484191895e+01,3.000000000000000000e+02,1.417810065229734278e+02,-1.000000000000000000e+00
2.338496565818786621e+01,3.000000000000000000e+02,1.417736104369164138e+02,-1.000000000000000000e+00
2.344963216781616211e+01,3.000000000000000000e+02,1.417660660107931108e+02,-1.000000000000000000e+00
2.351296377182006836e+01,3.000000000000000000e+02,1.417586773236593274e+02,-1.000000000000000000e+00
2.357691526412963867e+01,3.000000000000000000e+02,1.417512163162232071e+02,-1.000000000000000000e+00
2.364179515838623047e+01,3.000000000000000000e+02,1.417436469952266123e+02,-1.000000000000000000e+00
2.370582318305969238e+01,3.000000000000000000e+02,1.417361770590147216e+02,-1.000000000000000000e+00
2.376911711692810059e+01,3.000000000000000000e+02,1.582354794389087829e+02,0.000000000000000000e+00
2.383287930488586426e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.389761066436767578e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.396133041381835938e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.402476716041564941e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.412172937393188477e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.418569731712341309e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.424949884414672852e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.431383752822875977e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.437767791748046875e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.444154882431030273e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.450496339797973633e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.456994462013244629e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.463347983360290527e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.469697093963623047e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.476109743118286133e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.482475113868713379e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.492207956314086914e+01,3.000000000000000000e+02,1.424361770590147103e+02,0.000000000000000000e+00
2.498580718040466309e+01,3.000000000000000000e+02,1.260369582478219570e+02,-1.000000000000000000e+00
2.504946374893188477e+01,3.000000000000000000e+02,1.417213155706724592e+02,-1.000000000000000000e+00
2.511350131034851074e+01,3.000000000000000000e+02,1.417138445218405138e+02,-1.000000000000000000e+00
2.517699170112609863e+01,3.000000000000000000e+02,1.417064373095831229e+02,-1.000000000000000000e+00
2.524124479293823242e+01,3.000000000000000000e+02,1.579698907060958675e+02,0.000000000000000000e+00
2.530542135238647461e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.536944699287414551e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.543340682983398438e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.549696373939514160e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.556130862236022949e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.562481021881103516e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.572178721427917480e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.578528451919555664e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.584895706176757812e+01,3.000000000000000000e+02,1.424064373095831115e+02,0.000000000000000000e+00
2.591456818580627441e+01,3.000000000000000000e+02,1.583554098521503875e+02,1.000000000000000000e+00
2.597724127769470215e+01,3.000000000000000000e+02,1.431214038014412608e+02,1.000000000000000000e+00
2.604161977767944336e+01,3.000000000000000000e+02,1.431289146264394674e+02,1.000000000000000000e+00
2.610481977462768555e+01,3.000000000000000000e+02,1.266061290522731895e+02,0.000000000000000000e+00
2.616946339607238770e+01,3.000000000000000000e+02,1.424289146264394788e+02,0.000000000000000000e+00
2.623362207412719727e+01,3.000000000000000000e+02,1.424289146264394788e+02,0.000000000000000000e+00
2.629743599891662598e+01,3.000000000000000000e+02,1.424289146264394788e+02,0.000000000000000000e+00
2.636125540733337402e+01,3.000000000000000000e+02,1.424289146264394788e+02,0.000000000000000000e+00
2.642483592033386230e+01,3.000000000000000000e+02,1.259934073830558532e+02,-1.000000000000000000e+00
2.652143239974975586e+01,3.000000000000000000e+02,1.417102273106575581e+02,-1.000000000000000000e+00
2.658598756790161133e+01,3.000000000000000000e+02,1.417026958743731768e+02,-1.000000000000000000e+00
2.664894247055053711e+01,3.000000000000000000e+02,1.416953511357307889e+02,-1.000000000000000000e+00
2.671343755722045898e+01,3.000000000000000000e+02,1.254752452052240699e+02,-2.000000000000000000e+00
2.677684092521667480e+01,3.000000000000000000e+02,1.409655081629753397e+02,-2.000000000000000000e+00
2.684130954742431641e+01,3.000000000000000000e+02,1.409504654844602101e+02,-2.000000000000000000e+00
2.690567255020141602e+01,3.000000000000000000e+02,1.409354474504788755e+02,-2.000000000000000000e+00
2.696982502937316895e+01,3.000000000000000000e+02,1.409204785386721426e+02,-2.000000000000000000e+00
2.703349208831787109e+01,3.000000000000000000e+02,1.409056228915850397e+02,-2.000000000000000000e+00
2.709692358970642090e+01,3.000000000000000000e+02,1.408908222079276982e+02,-2.000000000000000000e+00
2.716127991676330566e+01,3.000000000000000000e+02,1.571218017258559883e+02,-1.000000000000000000e+00
2.722563362121582031e+01,3.000000000000000000e+02,1.415758060375849539e+02,-1.000000000000000000e+00
2.728971123695373535e+01,3.000000000000000000e+02,1.415683303157488524e+02,-1.000000000000000000e+00
2.738592004776000977e+01,3.000000000000000000e+02,1.415571059544881223e+02,-1.000000000000000000e+00
2.744950199127197266e+01,3.000000000000000000e+02,1.579848416096879475e+02,0.000000000000000000e+00
2.751301956176757812e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.757743167877197266e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.764146614074707031e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.770507311820983887e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.776979660987854004e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.783284330368041992e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.789692497253417969e+01,3.000000000000000000e+02,1.422571059544881109e+02,0.000000000000000000e+00
2.796125960350036621e+01,3.000000000000000000e+02,1.260058723208894946e+02,-1.000000000000000000e+00
2.802480053901672363e+01,3.000000000000000000e+02,1.579874862555717527e+02,0.000000000000000000e+00
2.808956933021545410e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.818493437767028809e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.825035357475280762e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.831348395347595215e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.837729692459106445e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.844094872474670410e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.850597643852233887e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.856944584846496582e+01,3.000000000000000000e+02,1.422496002475420482e+02,0.000000000000000000e+00
2.863360953330993652e+01,3.000000000000000000e+02,1.585422258358347278e+02,1.000000000000000000e+00
2.869757771492004395e+01,3.000000000000000000e+02,1.429645489652951369e+02,1.000000000000000000e+00
2.876158142089843750e+01,3.000000000000000000e+02,1.429720160643259419e+02,1.000000000000000000e+00
2.882554340362548828e+01,3.000000000000000000e+02,1.429794782956440997e+02,1.000000000000000000e+00
2.888967013359069824e+01,3.000000000000000000e+02,1.266853570837482295e+02,0.000000000000000000e+00
2.898559188842773438e+01,3.000000000000000000e+02,1.422794782956441111e+02,0.000000000000000000e+00
2.904895520210266113e+01,3.000000000000000000e+02,1.422794782956441111e+02,0.000000000000000000e+00
2.911334872245788574e+01,3.000000000000000000e+02,1.422794782956441111e+02,0.000000000000000000e+00
2.917696523666381836e+01,3.000000000000000000e+02,1.422794782956441111e+02,0.000000000000000000e+00
2.924084401130676270e+01,3.000000000000000000e+02,1.259173735718962206e+02,-1.000000000000000000e+00
2.930543136596679688e+01,3.000000000000000000e+02,1.415644905805587825e+02,-1.000000000000000000e+00
2.936895298957824707e+01,3.000000000000000000e+02,1.415570797244707819e+02,-1.000000000000000000e+00
2.943383741378784180e+01,3.000000000000000000e+02,1.415495098749796625e+02,-1.000000000000000000e+00
2.949681830406188965e+01,3.000000000000000000e+02,1.249569822542370048e+02,-2.000000000000000000e+00
2.956126713752746582e+01,3.000000000000000000e+02,1.570434799451369656e+02,-1.000000000000000000e+00
2.962455630302429199e+01,3.000000000000000000e+02,1.415199115673700874e+02,-1.000000000000000000e+00
2.968968725204467773e+01,3.000000000000000000e+02,1.415123129566510443e+02,-1.000000000000000000e+00
2.978499889373779297e+01,3.000000000000000000e+02,1.415011932651201789e+02,-1.000000000000000000e+00
2.984945750236511230e+01,3.000000000000000000e+02,1.577150248742028964e+02,0.000000000000000000e+00
2.991339230537414551e+01,3.000000000000000000e+02,1.258528007391774111e+02,-1.000000000000000000e+00
2.997695064544677734e+01,3.000000000000000000e+02,1.579273106143675989e+02,0.000000000000000000e+00
3.004093551635742188e+01,3.000000000000000000e+02,1.421937342047691004e+02,0.000000000000000000e+00
3.010584115982055664e+01,3.000000000000000000e+02,1.744228403733101231e+02,2.000000000000000000e+00
3.016961026191711426e+01,3.000000000000000000e+02,1.436237583120663714e+02,2.000000000000000000e+00
3.023342752456665039e+01,3.000000000000000000e+02,1.436386490066846022e+02,2.000000000000000000e+00
3.029770398139953613e+01,3.000000000000000000e+02,1.599189417197651437e+02,3.000000000000000000e+00
3.036163735389709473e+01,3.000000000000000000e+02,1.443835224469502521e+02,3.000000000000000000e+00
3.042533206939697266e+01,3.000000000000000000e+02,1.279984949700218237e+02,2.000000000000000000e+00
3.048944330215454102e+01,3.000000000000000000e+02,1.437133438348769801e+02,2.000000000000000000e+00
3.058561444282531738e+01,3.000000000000000000e+02,1.437357837677001555e+02,2.000000000000000000e+00
3.064947247505187988e+01,3.000000000000000000e+02,1.437506839752196868e+02,2.000000000000000000e+00
3.071296143531799316e+01,3.000000000000000000e+02,1.437654980659484352e+02,2.000000000000000000e+00
3.077694725990295410e+01,3.000000000000000000e+02,1.437804280916849393e+02,2.000000000000000000e+00
3.084116578102111816e+01,3.000000000000000000e+02,1.275160885972502172e+02,1.000000000000000000e+00
3.090552687644958496e+01,3.000000000000000000e+02,1.593402743852197716e+02,2.000000000000000000e+00
3.096892690658569336e+01,3.000000000000000000e+02,1.438177311817804593e+02,2.000000000000000000e+00
3.103348851203918457e+01,3.000000000000000000e+02,1.114395672103042898e+02,0.000000000000000000e+00
3.109745311737060547e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.116154122352600098e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.122537660598754883e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.128956747055053711e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.138497495651245117e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.144951963424682617e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.151295089721679688e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.157683968544006348e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.164162993431091309e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.170496630668640137e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.176948308944702148e+01,3.000000000000000000e+02,1.424177311817804537e+02,0.000000000000000000e+00
3.183350062370300293e+01,3.000000000000000000e+02,1.587459202424040257e+02,1.000000000000000000e+00
3.189738011360168457e+01,3.000000000000000000e+02,1.594945820240322973e+02,2.000000000000000000e+00
3.196160960197448730e+01,3.000000000000000000e+02,1.438550919890403179e+02,2.000000000000000000e+00
3.202481508255004883e+01,3.000000000000000000e+02,1.438698399345079508e+02,2.000000000000000000e+00
3.208951163291931152e+01,3.000000000000000000e+02,1.600492583819277570e+02,3.000000000000000000e+00
3.218511819839477539e+01,3.000000000000000000e+02,1.446259460250535938e+02,3.000000000000000000e+00
3.224947619438171387e+01,3.000000000000000000e+02,1.446484713236490336e+02,3.000000000000000000e+00
3.231291913986206055e+01,3.000000000000000000e+02,1.446706763545671492e+02,3.000000000000000000e+00
3.237750864028930664e+01,3.000000000000000000e+02,1.446932826797166740e+02,3.000000000000000000e+00
3.244219326972961426e+01,3.000000000000000000e+02,1.447159223000207930e+02,3.000000000000000000e+00
3.250650978088378906e+01,3.000000000000000000e+02,1.609940437140000711e+02,4.000000000000000000e+00
3.256947565078735352e+01,3.000000000000000000e+02,1.454753207445144199e+02,4.000000000000000000e+00
3.263340401649475098e+01,3.000000000000000000e+02,1.455051539818445292e+02,4.000000000000000000e+00
3.269831132888793945e+01,3.000000000000000000e+02,1.455354440609613391e+02,4.000000000000000000e+00
3.276231312751770020e+01,3.000000000000000000e+02,1.455653115669885551e+02,4.000000000000000000e+00
3.282555580139160156e+01,3.000000000000000000e+02,1.455948248147963682e+02,4.000000000000000000e+00
3.288955616950988770e+01,3.000000000000000000e+02,1.456246916532515741e+02,4.000000000000000000e+00
3.298655557632446289e+01,3.000000000000000000e+02,1.456699580430983758e+02,4.000000000000000000e+00
3.305059027671813965e+01,3.000000000000000000e+02,1.456998409032820803e+02,4.000000000000000000e+00
3.311331200599670410e+01,3.000000000000000000e+02,1.290783555405053562e+02,3.000000000000000000e+00
3.317731118202209473e+01,3.000000000000000000e+02,1.450441932201384532e+02,3.000000000000000000e+00
3.324230718612670898e+01,3.000000000000000000e+02,1.450669418215750568e+02,3.000000000000000000e+00
3.330764317512512207e+01,3.000000000000000000e+02,1.450898094177244957e+02,3.000000000000000000e+00
3.336963987350463867e+01,3.000000000000000000e+02,1.451115082621573151e+02,3.000000000000000000e+00
3.343374228477478027e+01,3.000000000000000000e+02,1.451339441061018647e+02,3.000000000000000000e+00
3.349774813652038574e+01,3.000000000000000000e+02,1.288253073230575012e+02,2.000000000000000000e+00
3.356174325942993164e+01,3.000000000000000000e+02,1.607974678845158394e+02,3.000000000000000000e+00
3.362596583366394043e+01,3.000000000000000000e+02,1.289154134553224083e+02,2.000000000000000000e+00
3.369067049026489258e+01,3.000000000000000000e+02,1.445013601183890160e+02,2.000000000000000000e+00
3.378667402267456055e+01,3.000000000000000000e+02,1.556512447445224723e+02,3.000000000000000000e+00
3.385026240348815918e+01,3.000000000000000000e+02,1.452572172880171308e+02,3.000000000000000000e+00
3.391368341445922852e+01,3.000000000000000000e+02,1.288043703115663448e+02,2.000000000000000000e+00
3.397731018066406250e+01,3.000000000000000000e+02,1.445868617693581655e+02,2.000000000000000000e+00
3.404139780998229980e+01,3.000000000000000000e+02,1.446018155495324322e+02,2.000000000000000000e+00
3.410553073883056641e+01,3.000000000000000000e+02,1.446167798995970202e+02,2.000000000000000000e+00
3.416915273666381836e+01,3.000000000000000000e+02,1.446316250324247790e+02,2.000000000000000000e+00
3.423330211639404297e+01,3.000000000000000000e+02,1.446465932210284961e+02,2.000000000000000000e+00
3.429732513427734375e+01,3.000000000000000000e+02,1.283346801531425854e+02,1.000000000000000000e+00
3.436184382438659668e+01,3.000000000000000000e+02,1.439615897536276066e+02,1.000000000000000000e+00
3.442531490325927734e+01,3.000000000000000000e+02,1.275063825354559697e+02,0.000000000000000000e+00
3.448994159698486328e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.458494234085083008e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.464956831932067871e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.471347403526306152e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.477692627906799316e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.484118032455444336e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.490585756301879883e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
3.496896815299987793e+01,3.000000000000000000e+02,1.432615897536276179e+02,0.000000000000000000e+00
